what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354739460470
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354739460714
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354739461156
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354739461368
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354739539306
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354739556906
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354739557064
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354739558643
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354739566840
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354739584202
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354739587510
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354739587712
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354739587771
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354739611087
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354739612404
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354739613518
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354739613579
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354739613587
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354739613597
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354739614687
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354739614687
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354739616605
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354739618822
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354739619291
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354739885028
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354739931657
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354739931718
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354739938571
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354739938844
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354739938904
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354739940946
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354739949268
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354739950330
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354739950533
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354739962988
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354739972933
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354739973921
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354739973988
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354739973988
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354739974809
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354739974809
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354739975777
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354739977420
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354739977901
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354739996094
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354739996376
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354739996434
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354739998734
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354739999432
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354739999490
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354740010549
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354740474642
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354740491918
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354740493058
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354740493533
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354740510871
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354740524970
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354740526328
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354740526549
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354740527067
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354740527330
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354740527387
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354740543398
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354740544192
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354740544886
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354740550885
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354740554257
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354740950261
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354740955181
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354740992551
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354740993600
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354741378711
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354741380098
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354741382450
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354741383849
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354744861580
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354744890305
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354746096731
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354746098957
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354746099204
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354746099266
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354746160090
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354746167311
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354746168682
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354746171495
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354746171555
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354746186732
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354746188234
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354746188374
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354746188374
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354746188383
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354746188395
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354746188401
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354746188408
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354746189434
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354746192887
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354746193729
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354746216635
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354746217405
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354746219846
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354746221660
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354746223649
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354746226587
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354746287326
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354746289931
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354746289988
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354746315727
