what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354735681052
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354735683942
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.showInformation",1354735683952
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354735685566
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354735686849
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354735696491
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354735717422
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354735728585
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354735730413
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1354735734069
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354735739914
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354735746985
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354735752574
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354735759050
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1354735770476
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.window.maximizePart",1354735771224
error,log,,,"Unable to get CElement for Macro",1354735772216
error,log,,,"Unable to get CElement for Macro",1354735772217
error,log,,,"Unable to get CElement for Macro",1354735772218
error,log,,,"Unable to get CElement for Macro",1354735772219
error,log,,,"Unable to get CElement for Macro",1354735772220
error,log,,,"Unable to get CElement for Macro",1354735772221
error,log,,,"Unable to get CElement for Macro",1354735772222
error,log,,,"Unable to get CElement for Macro",1354735772223
error,log,,,"Unable to get CElement for Macro",1354735772224
error,log,,,"Unable to get CElement for Macro",1354735772225
error,log,,,"Unable to get CElement for Macro",1354735772225
error,log,,,"Unable to get CElement for Macro",1354735772226
error,log,,,"Unable to get CElement for Macro",1354735772227
error,log,,,"Unable to get CElement for Macro",1354735772228
error,log,,,"Unable to get CElement for Macro",1354735772229
error,log,,,"Unable to get CElement for Macro",1354735772230
error,log,,,"Unable to get CElement for Macro",1354735772231
error,log,,,"Unable to get CElement for Macro",1354735772232
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1354735772263
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1354735775736
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.window.activateEditor",1354735793047
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354735794813
