what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354654505090
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354654505437
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354654505496
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354654507225
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354654507455
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354654507520
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354654509977
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354654522788
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354654528086
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354654529012
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354654529076
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354654529076
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354654530532
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354654532359
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354654533977
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354654572289
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354654572301
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354654572904
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354654572978
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354654597456
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354654598413
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354654598481
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354654598481
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354654599849
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354654641179
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354654672889
